"array_index","scenario_id","v2_job_id","v2_scheduler_status","v2_scientifically_eligible","v3_retry_required","v2_expected_raw_log_round10_sha256","v2_expected_clean_log_round10_sha256","v3_expected_raw_log_round9_sha256","v3_expected_clean_log_round9_sha256","v3_local_vs_euler_login_round9_match","v2_failure_archive"
53,"CONF04_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"57c272c86dc6b2a78cf35f233410050783f8e932736250f87d6e3904e1ef26b3","3f38729e3ce4ff7d0c0c1138880d27fd614a7571068c00c8217526c4c967e85e","63cc569410a8a994c4cca4bcad136a796b8a829841caaa3e6d6fd06a8557d4a9","8ff3ec2932f66dc8a1072d7c7669c6e708843388847cdde1732c7fa0c4664022",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
54,"CONF04_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"d396fa993718ec33da4467b3d75d87c78cd894e1ae467e882b88cbfac3ede715","9512e1135b3d9fcbde3043c8de466d6fcf5c9d86c06c8d6e29a13cb1878467f4","0b3366f6524ea500e6191bc79dbc5eb7e1f22bbe6e65c38e28670164becfbeff","d3ec39c154a2d953d79494ce8a590fc4d9a30d9c59664c9722dc827f77a37bb6",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
55,"CONF04_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"bbf3d22df203a55ee78af1356f02abdb0b6d596f8cae5fd44d8f9ce7623a34df","94778e6fffb3cbd48ceb989f4527eb1161ab9ed80e4ccc2fa54290e7cdd5ae36","e68dd553fc6b6d041464dfd5081d0ff69523192242fcfd3e725cddee70347f22","3977c1be5359399090eb00ceff2697db1c120fb3561336fb3b48ca927d9137b9",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
56,"CONF04_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"dc802ac84f8c04521c93c621311a25fc4a5e737e0d76a0a6aa5a6678f40164b9","dc62ff2ecdc9d884fb153bb8220ede9a6924e1941b4bcea269c744339b49b37a","980ac587539dc0ef7cc60ca2181bda9e5b880cb321d528cea1c54bf50fa1f44a","5ccf5735d72d613fe90a1a9fec48fbfe0b558cf7c37606805f48343a6a8089b0",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
57,"CONF04_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"bee1898f4ffbdaa1b5e7586f85eeaebb25560360e0e27a091ccc25f910d7f660","aa5211bb7901444dab9dc24cf930e611ffa671dac1947d848744b55c0f2273de","799512e105c4c2d52ceb25abdd2b4d7b937c546a36186d2d038c96882a25e6ad","9ed0524ee67613d33e7861eebe3502deeb445b68e288c4d291678ee831ce5bf8",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
58,"CONF04_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"6b38aec3243a257acc3606abcd836ca2671a6c6e5f5c0c65ab0b0f8adfc784f7","1e918c7d3fd0751c3ea1f734b23d415dc02d51d5b28b1fa971e07a64d5531b05","8df0e6c4b9175b5e2832fe43689c507f6a401605ea2c13aaef1a7af5c79222bc","75520b03458b8eb6b7ebda423731e5fcbd83e515996b620a3aef553011522d08",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
59,"CONF04_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"0c6ca8a7541d131a170ab7cb7bd72adbed6ab9c2c3a03df6a8a0b6bbb1d66a41","028f87b4f3aa3b1c4a623ac98d5b67965ae0b79b7396fce6685a4fc9b7f59fb3","32fd8ac2450e50fe99776da94797e25e7d97259b2cc834d3b9db33c003f59583","6e4bce6e1d67968af7574784038bf5716e7421d67bd26631ecf7cb1acd891549",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
60,"CONF04_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"c6583c91c02e4d08cd824e4c02e5322610714584fb67ccd174fd705b89d5f014","398ef19848f85845752e4ad1649915db79f73de179d07d71a0a9fbb12741fed8","cbb798c7a5532388b169ac66a2b099c747777dd8616370cf3de0194e85971e97","70cb77a6ba75387e3eff8da6a0df584d058b0045d03e4f0e7f413e4300f2ecda",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
61,"CONF04_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ce40f0bab00af4ab5b488d2a63e94d2a01effc47c92b5a7e3058be8f4cde47b9","315b507c1f66e0488c8aecfff7860bdbf56eb0ffc03daa88e3e6a9e3782fa330","f97d17fd63b5c232c655d0f149a04c6c2b4431975fb1c431e8fe5319aa8d7586","84f0e2f2b1687505885092c17250ecf1939c12681d633c996eee04bb85d60e55",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
62,"CONF04_batch_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"b35bdeb87072838e748551f5ea13cae08ba6c15a532c7a796cb2160cda9767c8","efa6818ca635e38f417afad0a560953d1355b733900fc746c16de43ce0890282","81a8f268bda13bba546862238d8fb57d9ab81e7f2b736e24b550c41a2ca9e332","0e430172ffb0e56db5656bc04a04a135bec4750e89c63e0f87c76f9f49dc570f",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
63,"CONF04_run_order_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"3f2cbae5e0b8c7b407a080c6d41a571fa3215a8e630fc5373b9c48730173b8b2","2116fe1f44e6aa066ca3de0b39d03593681c5bca0e365c81d850c5f759503c70","a098b1351b01e4de619f36702f49ce4a2c291e651c50846df6cc3daa0fcbb330","207245f13196146a5f0b6f89e941efa900458b583714ab36bd8d9e88aef8cc11",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
64,"CONF04_joint_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"1fdf3cf9723a8f722da43b96de10dc579fc6d6c648cd68ea4e7b8e3fff7781dc","95e9c050495d10e183bae4daeabcf6bab0602799f3742c725b09a406fc76cb33","7f7e1bef4916c58a8b54abb99258f14c2e1ba5c82011a904cf8bf349ad6dcb3a","ca9cf83357c49ceb8f9f95889fb7f5ce6df4dd5da970d14cbfb4bfd15a35b05b",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
65,"CONF05_none_0p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"380462c5c297db502bf2022d99d529c1de520b62f6a520d2de4f99b109b0f514","3235dda7605710a1d94f787f0813832cdf5cbc8e351905ce971c3678c163594c","df87e12a79f64cc4e6b4d2dd06b4c4c804d94dabb42e581a513e74231aa0aa3d","7eb21d35793ae6a8b70d9a059ccd035471a2e033c052ddc968345f7a85e08cb8",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
66,"CONF05_batch_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"753ea15b6bfb3fe8be9864982aff076bb11a2caf58db97e5369a835529acc0a8","d89d66f26409fdf7b4e20731696896fe04342d1cf6e871c9465960d6bb81d36e","4c212f56f292a950410ce2d0e7941845bfbac3a5ccdc988122b8f8ebd4503bdf","3a64448112b174fcce13da1774bd9b5a0ef1657914e0f05b18769760e5e7c300",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
67,"CONF05_run_order_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"89a50e94bb6bb15fe084195b2f7fe8ff76b1fd72464bf55559f5614217afb35c","6d48802d8efe039b016b99364346054ee19260a0c171d87adb275aeb7ccc03be","08a8f52199371d82cf1ddf8d80634b61041db395735c095671d05777b0a4fc8a","291db839c174f82942e7c294fc2256fd2fdd552e91c8682729d175ba3b53319c",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
68,"CONF05_joint_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"b60e7b77583f8c0518e0d724e43539eb252237305f4d8a47d81ff62a70bc15a8","45964bca8620bb950627935d8132e034fe42a36d15b90eb95116bde93f1e6a28","55f3cf16664847f7359c6e3336d40058be329ac81c72dc962810bf143c5bd51f","f8c6e4cbdab3645272d8645269edb3d00163f7d6446dc2f03ce4e3dec5679c49",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
69,"CONF05_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"fba0df7cfee20ba850c088d9cd8d5592ce86652464a7089c3bfc8ddbe210e23a","9d512a9650e8ec25196776dc8afe205f18055865dfa69c0f21e9627996dfcaa6","15252bfd80909185019112bc1c8bc201470f71d4800668aa587fffd695562905","37fccd8f23ca7296d20dd5e8249051bffc792d2720cf74a4244cbadf4f370ee6",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
70,"CONF05_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"2c4205ab279769a8f7559a63c6626a2a99a361fc92b1f1a37d4728ade6eae960","0accd5cd4fda9764b55fbc4ca53545a22e5387b3f6b27bf2328b2ce4e7c4ac9d","89dd0aa273c0ec8b9ae4ece9ee77e1959d0d250ae5c4bdfb4f1baebda2a8dd10","0a101771e1c2456e18894123d842b5bca37bb9433095b9dc48804af93a6d3143",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
71,"CONF05_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"d9c748cc53561adaa3ac488ab58737fc614ee82b84607fd04e0f2b6c2c3ba097","7299f391944289e48c3623193b9ac19ff3662a589a6063949a4f65e9b38b3dbc","cb5fe2513e5667a94c9642543cd7188227f77c907ff012a493edc6806599cc77","0a2bb463fcb9421fcab861ec512f79f0445292b4641129a0456e070412d80dfc",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
72,"CONF05_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"a084e08903d6defd68eab12d1861729157a42b653cbe564a342d56a6ee3639bf","98de75f73ca0be9368005c6e02810e60d30ea1d30bb7cdba572f3e2581535228","fd5d845ca6254350e74d9255e1af6fbbd1e0673e83918c3f5e86a84253a8d511","1f0e4d8c574bc07c2365c134a2a5f44daf01bd569347800281ddbe2db8f51617",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
73,"CONF05_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"a94e5152a5856aea314903455ed01452d83ca809855048ab718797185fbb1e3b","e2ca72314aacbb41e2e613fd2e94e5c44fe78724730a9dd94b725291fe0a42c1","156cbdc6b61d7af535727d99f950df501b09733e3d4fedd06eb8284e1ef610d8","a966b2381e9a68e17adce41f6102d1415f140e4039581e51a3db7504411842b7",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
74,"CONF05_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"d7563978007797d3757f3f7075bfb9495bb63a9d9f148dbe58f430caa9d1b664","3ef5606caeee1a0d3ec87d78d876011fe2f3260dfbbe8b8daa55606cad72634e","9ff7632ee209089f7ece3671c8f3a03f3236c64ec6089ba1748bf5d2ebfd04ec","3353feb05c09a06dc8b3d4c360b5eb31b9eafd27027ffbb51e75eb7b3797a432",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
75,"CONF05_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"e3b2902da2b19f9b1115b3bdcee138e5e7040e7d262985ff9f4eeb74f64800c4","688af660c33a141c89029e86db517c1c78f0f36ce4295f8371797a20fa08143c","03910e5a9fc64f518591c082136a385767edec88f3007bcbf50bf5fc82750864","013d3e5f99da8f892a40ca9a6b0997e253f7dba6aeda73ef3427c17fd1634785",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
76,"CONF05_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"31c5471eaa2359d656cccd45dc8d7c71f26ac2edf1c7956e702de54ed3780376","6ce4026f3e5b5e727801bc0589b360af57f765f6051bef466b7ed1e95135d6cb","a6f20723ffa2b1b69107f7ae5f8e052fce47c337ba1cd0f81d680a337d76e31b","a57cca1d34802dd25eddedf33d8e5111fd0da7bd8324d44bd9fa6ad6c332c233",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
77,"CONF05_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"eafc1c6393dc0302e3f62b7d334d89a2c4a8d428c2bdd3c1c8fb20311eb8cba7","29231444bf5ee30fbbbdd955b96b96bcebefd6ca2991f93304889042233834ac","ce1ac887bd83b10e1995fd4cd64b357120a8d8feb0f41219471eb87492062eaa","0909a25789df3ce72b41baedb0494bf7cb1126674b5d964123d5c2739164221b",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
78,"CONF05_batch_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"7b045ba8294079091eca6ea3ed653b5302ffc037e9eef6b03920a3a5b8935d50","03c5bf485ba86bbec76798bc19c28614b91d5a326e2afca2d74cf59312eab425","db1e2b1af9b7aea4b954eeb4087256571f4c75f931559d4bdc3a70df32f04b53","f2262396a32aa98c22313f880fda86fe106db6bf8acfcb628c459cc4ae2e2e06",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
79,"CONF05_run_order_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"66ef07290645c302be432dd484d6ea473907e9ab817b13eb969d814c5a19b426","ea82bf3149e8152447fe75fd7d546f2c1513140a945983dc06bd653c8ac42602","7c1c32bc830eca23d979fae5d653ab3c1c9c3ca6a2be188e0d7da14d5a942729","04a098773d581ed99103b8dc72e7cc89fe2a69c23143f1865fc41420d6b72ab0",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
80,"CONF05_joint_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"6567b50fdff624cf065b342c78217e0f3f997acb3883e0c09a807aa760baf8aa","64bc29b61951cc8607cec259ad9a6fed08a295e1291d35c154b5dd86ee50d594","75745f76a7ba0acc38a82bc83014e4eabc30a29063374f837f0698810627d5e8","89b0666c001eb372cb309b0c921f8417ad85fda55ed7d11418c5bc47216b00e5",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
81,"CONF06_none_0p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"a68501f3340b98745b383427758bf7e190c6923e440d24787dc74a8c1dabbd61","9d7cc00011ed15a3b27f8ea927066c6ced88eeab1b3c65c933d308e2fab8451a","550f4c2fa44998e1380f0cb6621b23285c172b658baa30fdbccd02887b116757","59aaf1decb95cca01c7a4d0bcdc94dc59c7ea7efe05278f9b4c8d3defce97317",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
82,"CONF06_batch_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ece415127843bf5f43f7fae2997c2dc852c133a8cdf882ba2a9030338fc81519","1b8d50ee527fcf5c258d653127dc9809a324d6e2259ed108d62bc43c9627431b","0853c7c285fc4ccc82fcd1a72230d6a550ba89f93a347d98d77d7f587b029e09","0fa1f30ed32082354353d5089302f4c4815d649de9e94935192451d11f7fdc49",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
83,"CONF06_run_order_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"1650eeda9a81b0ad33aa60c0494dbb9e519b41f93227f91f24a0103aa79ea282","adbc3c999413d07ece5b118351e4f402cbcb02ea20e4276eccede85e72c475a8","aebeaf61ae115ba1c9c4392c044061f61ccfc260a4363e318a714bc9b69eb016","2c1563c11dceb1810f0f206192a9834df489a6d03e2ae97fc9192bd62e425356",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
84,"CONF06_joint_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"c60b2d1eb4b3da8d7a8204973b8cd30bea02c481583c7ee40f95fc9dba71b746","c72d230c7fcfd8ce1a7a1f15efb98c67267959d03ab0709a186fc34ff14fd46c","54a3c771fe021b767842c770980bc6899c82f7a5ac9aa37c0bdc16336270d45f","d2aba4c4c11d4c4673cdc723e822e29bb1b0ed555793cd77ce039f20a65f0c1f",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
85,"CONF06_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"defef47453632d2e4109d962002f850515e733f92bd6c72df752de0d2e4fbb2a","037be4b7ba1d85723ef33b3d56e396c48aa2e7f984322e3bfd6b22191d1c4cbc","f9ed3fa6067f50144352e7879b3eac4131b1abdb32a54eba68660de244987c26","3bc0c881d315ad6d355b459925f78ab2e48aab40c9e175567d68f7fad8712fb1",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
86,"CONF06_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"e78e930846aaa6c45277c187692921c253c7f8c1f35eea781bbdc9d9d1aca4e1","793a92b09b6da500d5701159d915a5825ca8c06cf4cda4019e73137d970f352f","0f5a28ba898b520a52df154e7cdd74242dfd0b2b9c1b4159d432d6f5492e6121","6f8cbddda951bc2e87ca1991b4dc79cca2adaf02329c22a64670480f7018a731",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
87,"CONF06_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"00ec572d31c7b46d21dc44321a9dab1f9a5a53ef9185d23bbcfcd19768719236","8670312b334316ab21d380052735f70807b0a25dc9a6848fe90b54b885550e04","a8b0e5e3a3376eff19cf7981f5f36c25402f5651c71892fac8cbad7df5df524a","8a1107e1e706fe7526f5ac0f30e47379752415abcc8ee5e89c9a587f3110dd1b",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
88,"CONF06_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"231fac6edcb5d53c20881b09fe9aa140d0ecd36fd317120ee51cb444951961e4","98c53e9bb2213d2f1d1281dde56004b5b6dd9a196d1575ab6270cbd926122782","13fb9381adc5569c2f255860f1500a2bfd03e8cfbca59df9f3450a72e25e1dee","9a29615b40391ad4c89e0ad511669d06b478374d8ca2e6f527a52ff88723e2e4",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
89,"CONF06_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"b51237682d16df6cf1d47a1a6503932b2b32742904085c773897e394c919b6c5","ee04e4cb2901a0958b2014af230e77d7274eaffeed6ac579c87906ad891c7f02","8f0de70716700ef6266f15edf6809dc80be8476cd701388cbcd120390c35a310","cf8492a19886f178e76de887e0c459ff928f3ecedd09a9cfe3fac477012e78e9",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
90,"CONF06_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"04ffcc7072deb3abdeedad168193d5beb922ad936f7ce14fdab3f7ad14df65ba","484da655f8a08d10500238c3e05647c9bda37ee5882a2e757f5d82f89bb7b37b","e53637315734f2b5e12df730b2dbe9082927bbd8088fe4e64d13283a8e47cbd2","bf16f3d0893621567c027d556bafaf4b63514304dea2b608253e2a6f9ed09664",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
91,"CONF06_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"36883b2b47708caa0dc7f3f108748a67740208498bfb73409761daf403c44e93","f6d7f9f5a1681f6518acb792e91c939a551c8888b076684b6032adc5a5716072","1b719f6838d8bc947f568485ca8604b712411f85c5a8fad85d6a51a847e93655","69522fbafbf9a50033164d905f1c846eac3592e33a8a96ee4a968ff0d7270615",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
92,"CONF06_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"9056625170509f4f86e2b7235d7cf79ed23fe9969e943148af1953fec2685d2c","83e63212ab43704ba8419b8fd0a68f261f748ac01428df07f4dae8d69688ff30","2f8bf784230d50ef1a53af92dfc86a73bed9b53b48d0116444bfc1a34afdcb02","7a634a29d36ba0d584a7f10351068aa06afe23912ac0b98a6a2b3e04d6a92477",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
93,"CONF06_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"46fd6d1f828e9be758f81f55520a1c9c68452d6ef107e56735ebdbe8e76c8493","06ce6db13f8aaf909aff19a04bc4b8e1f8204b5a4e7c14d53b88988c7de72d3c","9b207674b99d5a2e7e803e0d41a438634eb1602533fd6bbcc0fc3e7b830e958c","a85437c953b92c17ad48043a32833012b7aa3973376c7ee633deec4ed6264c02",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
94,"CONF06_batch_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"f34e5750965ff1c31b76334fb3058cba9495b4d5737c86261fbee6224200b696","a553bc54f3c1c24fff4ed184708e6b4660f63cff24a32a6a2c897864ce6c8761","8860f5de9b0b403d91e761022afd761b8e47609433703698488e8d0977011e7f","b8705b3ce24c11cc42e57439a650d193e78316d92593da0ad9992326e136b780",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
95,"CONF06_run_order_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"06d3621f05799b6fb861d6f1d049fb16ab681ba8c4720e6a90108c93193cae90","7f5cdeeaaa15a542855527b8b721436607399dd4a4d80c3cc6f6b95b41f036ab","bd904705855da4cf8fb20d7774f3079be73a752b70c8201c8bca20479fba583d","3eb7c714e582885ec5bc3acd6c0393807a3e80302a416b02ad5d380c3701baee",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
96,"CONF06_joint_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"23449da1bb70e2b9d04a921c067f274d0166695da21958b5c980f25485b1ede7","df1a442a8c93ed5201678519cc72cf68ad320352402709e8edffba42138a4854","536df9c37d30c335a54be58ae2bf9880688d5a9e16ed255a13e3553439eb0ee7","d22db3e2968fc3d5e565b38e6eeed4a9eca0c85b4691bdb1f60261396d2e48f1",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
97,"CONF07_none_0p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"634a0bcc8a0d925b3117c3d3b5cba5b39b8f9c1b0a07cb4cfd01443ac9cae32b","8f7a8e657272e1b9fa697ea47ce8966ec22062bf12a9e683c11c6c44907a0331","dc9f3ad3525bce685577b0d8e4cb6fdddcde225ca7c58c8d6d932ccc2ffd3cb2","c44b853a23a8e2ce053218ebdb72237705144ac03fd3d146ca552c76dc889e6d",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
98,"CONF07_batch_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"4ae263d2f40c67540770f81c48a1ab29aeaed4645bd0c2bf8bf650d383bd8588","6097f441a2357f7c799414eeffa331d4676828c03d802f6beb186ca29b72c0f5","7f21d63f7442b5e0de0cfd0c748b893ef3978bdac56bcea5242f16ef10408a2e","21daf57f894b193836304237897e0694bc8bc4fb88e60e123ef6a5cdf21af85a",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
99,"CONF07_run_order_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"8bbf1b141d07692ff88e77754b1d1964c269163678f37c0192c1b1dbd4587b2e","8554312306e22eabb0c4decdd7e01f230d187f202b5e45f96db9bb4f8f14719c","7f91598aaa26712837ead678e9503d987892dadb3b7771b4351e40fea20eca60","a21a7308d974a3e1e1c258f9df663737e6e8e19c3b9af5a092a568da0a9f443b",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
100,"CONF07_joint_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"9199b9ad48eee92b0977fc523c5b973d9c3d9d5a5a7eade1b79e86bbce9eb2b6","3e7cbf90b7808c2e27827f7f67e9738f3f5fe885799fb125f2ef3e1acc947b6a","270f74f9441e62f563aa2a59b3d01d6fe5925293c31280bfe74c10c550b81a42","cc82edbf0b318578cfa511bbfbf87e6354d9a2a4ecf0575f7a676554f30eb9a8",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
101,"CONF07_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"99909cd87662cfe19db57b065d8340701685fb08c51c3dd4a9f8a4160bf0dfc5","10835f32147c3c80f88c6d338af8bd20d9b3071db91f6edf4656e609e383298f","9bad5f60f29e8fe9ba7c08eec82eed7c9d5e81dd0c710759150249d43b7bb34f","d5d13cfcdcbfd58983a843b9a2faccce84e3a682469208381838ac360523d1b4",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
102,"CONF07_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"0074aa305a6dfa04efb5b64b2ee9653912296348a94bd7b57b56592fc187a0d5","6639b0331ec5a104a31bf557fc5cad2f89f479d69b6429bb848726d39419d90e","777f498d4756e92a1b69a9d99df1e4277c01613459037efc7f16b44e8806ffa5","fa79f55315cddaa95eeacfb2a34e7a22265019f8a532e1604e49a533d4aa73c2",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
103,"CONF07_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"76c5a060cd1fbb06643e67ea2ff63eb0337a35d24e30edc0542267b601a3c1ac","6b9f7ad25544d0f7c67fef0b7ca93b81c2bb4f26656d82f6ec9aa15e18b7185a","41aad93e378b26aab19dad6ef06b0c9a4274f0118a213480b3c64c4e3b4051d5","1d0dea1621033d68e79eb152fd4b6495e7bee53737f1b959fba4d03faef135b3",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
104,"CONF07_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"fed091f281cf533f6eb3012d975a461bc5fb3f589d716e61df559c4a8d17e371","f10c982889cba595d690a9c049225f4eeba81e53882023abe1fe9ebf0e5d48c2","20166bc5b5bfd7fc808111d6537a7c1f65cc3541d8360f27f1cc8269e2c2b0c8","03e8852eb51573cb0fa6edd52ec1ebd56f82300cf51d0a4f427a2c153a9605d2",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
